tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N837UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N837VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N838AW,2005,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N838MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N838UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N838VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N839AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N839AW,2006,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N839MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N839UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N839VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N840AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N840AW,2006,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N840MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N840MQ,1974,Fixed wing multi engine,CANADAIR LTD,CF-5D,4,2,NA,Turbo-jet
N840UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N840VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N841AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N841MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N841UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N841VA,NA,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N842AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N842MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N842UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N842VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N843AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N843MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N843UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N843VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N844AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N844MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N844UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N844VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N845AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N845MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N845UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N845VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N846AS,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N846UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N846VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N847AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N847UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N847VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N848AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N848UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N848VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N849AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N849UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N849VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N850AA,2007,Fixed wing single engine,SOCATA,TBM 700,1,7,NA,Turbo-prop
N850AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N850UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N851AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N851NW,2004,Fixed wing multi engine,AIRBUS INDUSTRIE,A330-223,2,379,NA,Turbo-jet
N851UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N851VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N852AS,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N852NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N852UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N852VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N853AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N853NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N853UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N853VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N854AA,1976,Fixed wing multi engine,BOEING,727-223,3,134,435,Turbo-jet
N854AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N854NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N854UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N854VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N855AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N855NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N855UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N855VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N856AA,1976,Fixed wing multi engine,BOEING,727-223,3,134,435,Turbo-jet
N856AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N856NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N857AA,2000,Fixed wing multi engine,CESSNA,550,2,8,NA,Turbo-fan
N857AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N857NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N858AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N858NW,2006,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N859AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N859NW,2006,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N8600F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8601C,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8602F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8603F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8604K,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8605E,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8606C,NA,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8607M,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8608N,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8609A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N860AA,2005,Fixed wing multi engine,GULFSTREAM AEROSPACE,GV-SP (G550),2,20,NA,Turbo-fan
N860AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N860DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N860NW,2006,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N8610A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8611F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8612K,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8613K,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8614M,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8615E,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8616C,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8617E,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8618N,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8619F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N861AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N861DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N861NW,2006,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N8620H,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8621A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8622A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8623F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8624J,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8625A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8626B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8627B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8628A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8629A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N862AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N862DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N8630B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8631A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8632A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8633A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8634A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8635F,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8637A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8638A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8639B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N863AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N863DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N8640D,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8641B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8642E,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8643A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8644C,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8645A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8646B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8647A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8648A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8649A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N864AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N864DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N8650F,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8651A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8652B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8653A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8654B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8655D,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N865DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N866AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N866DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N867AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N867DA,2002,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N868AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N868CA,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N869AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N870AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N871AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N872AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N873AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N874AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N87507,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87512,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87513,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87527,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87531,2011,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N875AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N876AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N877AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N878AS,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N879AS,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N880AS,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N881AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N882AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N883AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N884AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N885AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N886AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N889AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8903A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N891AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N8923A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N892AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N893AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N894AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N895AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N896AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N896SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N897SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N8982A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N898SK,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N899AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N899SK,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N900DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N900EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N900PC,1997,Fixed wing multi engine,BOEING,757-26D,2,178,NA,Turbo-fan
N900WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N901AW,1985,Fixed wing multi engine,BOEING,757-2S7,2,178,NA,Turbo-jet
N901DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N901DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N901EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N901WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N902AW,1985,Fixed wing multi engine,BOEING,757-2S7,2,178,NA,Turbo-jet
N902DA,1994,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N902DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N902EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N902FR,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N902WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N903DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N903DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N903EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N903JB,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N903SW,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N903WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N904DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N904DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N904DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N904EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N904WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N905DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N905DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N905DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N905EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N905JB,2013,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N905SW,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N905WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N906AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N906DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N906DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N906DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N906EV,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N906SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N906WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N907DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N907DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N907DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N907EV,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N907JB,2013,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N907SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N907WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N908AW,1989,Fixed wing multi engine,BOEING,757-2G7,2,178,NA,Turbo-jet
N908DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N908DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N908DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N908EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N908SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N908WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N909AW,1989,Fixed wing multi engine,BOEING,757-2G7,2,178,NA,Turbo-jet
N909DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N909DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N909DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N909EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N909SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N909WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N910AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N910AW,1989,Fixed wing multi engine,BOEING,757-2G7,2,178,NA,Turbo-jet
N910DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N910DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N910DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N910EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N910FR,2002,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N910SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N910WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N911DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N911DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N911DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N912DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N912DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N912DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N912EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N912SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N912UY,2014,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N912WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N913DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N913DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N913DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
